algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,2,2,0.03,8,0.0240882,0.258649,km1,1284,1284,no
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,1,32,0.03,8,0.0299523,0.981262,km1,5716,5366,no
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,2,32,0.03,8,0.0299523,0.906429,km1,5678,5362,no
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,1,8,0.03,8,0.0299574,0.416209,km1,2977,2915,no
MT-KaHyPar-D,sat14_atco_enc1_opt1_10_21.cnf.primal.hgr,no,2,8,0.03,8,0.013617,0.398562,km1,2903,2835,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,1,2,0.03,8,0.0250092,0.527822,km1,433,433,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,2,2,0.03,8,0.0158435,0.828501,km1,398,398,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,1,32,0.03,8,0.0278592,1.8465,km1,2385,1635,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,2,32,0.03,8,0.0297444,1.88624,km1,2485,1766,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,1,8,0.03,8,0.0292254,1.18808,km1,979,914,no
MT-KaHyPar-D,sat14_atco_enc1_opt2_10_16.cnf.dual.hgr,no,2,8,0.03,8,0.0293825,1.18917,km1,1201,1125,no
